"Codegeo"	"GemeindeDescr"	"Bevölkerungsdichte"
2771	Oberwil (BL)	13.883268482
2771	Oberwil (BL)	3.9268680445
2772	Pfeffingen	48.135964912
2772	Pfeffingen	5713.9344262
2772	Pfeffingen	482.20858896
2772	Pfeffingen	48.818005181
2772	Pfeffingen	14.706890641
2773	Reinach (BL)	2746.6284075
2773	Reinach (BL)	226.69404517
2773	Reinach (BL)	249.5042961
2773	Reinach (BL)	507.18816068
2773	Reinach (BL)	385.82809224
2774	Schönenbuch	1025.9259259
2774	Schönenbuch	187.06896552
2774	Schönenbuch	1536.7713004
2774	Schönenbuch	116.50366748
2774	Schönenbuch	8.4410170905
2775	Therwil	1433.3026679
2775	Therwil	36.033274956
2775	Therwil	18.367346939
2775	Therwil	439.84375
2775	Therwil	1298.5639687
2781	Blauen	1406.7567568
2781	Blauen	30.897887324
2781	Blauen	86.564388656
2781	Blauen	92.784992785
2781	Blauen	97.050561798
2782	Brislach	252.27629513
2782	Brislach	174.41613588
2782	Brislach	3.0998248687
2782	Brislach	384
2782	Brislach	740.78651685
2783	Burg im Leimental	159.7693786
2783	Burg im Leimental	92.253521127
2783	Burg im Leimental	1447.9077253
2783	Burg im Leimental	744.01154401
2783	Burg im Leimental	796.58119658
2784	Dittingen	2961.8932039
2784	Dittingen	1553.8845331
2784	Dittingen	26.141078838
2784	Dittingen	127.09273183
2784	Dittingen	108.14814815
2785	Duggingen	159.92691839
2785	Duggingen	267.57679181
2785	Duggingen	3992.1524664
2785	Duggingen	46.051342348
2785	Duggingen	1755
2786	Grellingen	123.03306727
2786	Grellingen	4452.7777778
2786	Grellingen	255.27488856
2786	Grellingen	557.14285714
2786	Grellingen	1210.6280193
2787	Laufen	51.168224299
2787	Laufen	788.62876254
2787	Laufen	353.51925631
2787	Laufen	1430.7053942
2787	Laufen	487.36842105
2789	Nenzlingen	3380.6451613
2789	Nenzlingen	192.6286509
2789	Nenzlingen	2.118076689
2789	Nenzlingen	118.03278689
2789	Nenzlingen	27.3891039
2791	Röschenz	49.840255591
2791	Röschenz	29.092996556
2791	Röschenz	186.69314796
2791	Röschenz	216.85667752
2791	Röschenz	87.69035533
2792	Wahlen	16.920473773
2792	Wahlen	261.92236599
2792	Wahlen	335.99182004
2792	Wahlen	246.86956522
2792	Wahlen	46.189877756
2793	Zwingen	507.37527115
2793	Zwingen	37.589670014
2793	Zwingen	140.88785047
2793	Zwingen	71.098799631
2793	Zwingen	93.991370011
2821	Arisdorf	163.3
2821	Arisdorf	484.58942632
2821	Arisdorf	282.77227723
2821	Arisdorf	540.74074074
2821	Arisdorf	446.55770183
2822	Augst	612.72727273
2822	Augst	554.96453901
2822	Augst	204.6997389
2822	Augst	306.07101947
2822	Augst	493.58974359
2823	Bubendorf	105.88235294
2823	Bubendorf	257.44382022
2823	Bubendorf	227.98418972
2823	Bubendorf	401.75925926
2823	Bubendorf	48.90167364
2824	Frenkendorf	257.30496454
2824	Frenkendorf	96.510204082
2824	Frenkendorf	454.87305487
2824	Frenkendorf	589.8089172
2824	Frenkendorf	1409.8039216
2825	Füllinsdorf	404.22535211
2825	Füllinsdorf	97.212294496
2825	Füllinsdorf	192.30769231
2825	Füllinsdorf	78.913425835
2825	Füllinsdorf	967.96536797
2826	Giebenach	769.40298507
2826	Giebenach	248.02538787
2826	Giebenach	64
2826	Giebenach	36.014760148
2826	Giebenach	219.48051948
2827	Hersberg	45.733788396
2827	Hersberg	186.14457831
2827	Hersberg	269.57446809
2827	Hersberg	45.349952061
2827	Hersberg	631.0766721
2828	Lausen	174.37295529
2828	Lausen	571.42857143
2828	Lausen	1165.7381616
2828	Lausen	924.23698384
2828	Lausen	127.72277228
2829	Liestal	588.59367842
2829	Liestal	124.29824561
2829	Liestal	784.87348735
2829	Liestal	17.234332425
2829	Liestal	749.51768489
2830	Lupsingen	457.23472669
2830	Lupsingen	105.24861878
2830	Lupsingen	187.72070626
2830	Lupsingen	81.883584042
2830	Lupsingen	273.97260274
2831	Pratteln	130.77816492
2831	Pratteln	446.17486339
2831	Pratteln	1530.1587302
2831	Pratteln	271.75239756
2831	Pratteln	334.12162162
2832	Ramlinsburg	151.8018018
2832	Ramlinsburg	393.17561419
2832	Ramlinsburg	763.63636364
2832	Ramlinsburg	331.55555556
2832	Ramlinsburg	115.62099872
2833	Seltisberg	368.25842697
2833	Seltisberg	1115.1898734
2833	Seltisberg	430.88381331
2833	Seltisberg	340.19886364
2833	Seltisberg	204.56026059
2834	Ziefen	94.602012809
2834	Ziefen	464.13043478
2834	Ziefen	200.63938619
2834	Ziefen	1640.3036577
2834	Ziefen	1196.1182994
2842	Böckten	103.1
2842	Böckten	981.44087706
2842	Böckten	241.20956399
2842	Böckten	352.63157895
2842	Böckten	511.17898595
2843	Buckten	1024.8730964
2843	Buckten	187.27272727
2843	Buckten	59.844054581
2843	Buckten	39.561777237
2843	Buckten	347
2844	Buus	116.94915254
2844	Buus	1320
2844	Buus	389.96655518
2844	Buus	266.28873772
2844	Buus	476.66666667
2845	Diepflingen	3108.7145969
2845	Diepflingen	164.68646865
2845	Diepflingen	130.69164265
2845	Diepflingen	312.39316239
2845	Diepflingen	512.5
2846	Gelterkinden	307.79220779
2846	Gelterkinden	110.05586592
2846	Gelterkinden	87.797147385
2846	Gelterkinden	623.21063395
2846	Gelterkinden	40.83703234
2848	Hemmiken	48.127953471
2848	Hemmiken	72.818455366
2848	Hemmiken	74.041297935
2848	Hemmiken	275.30954115
2848	Hemmiken	449.39759036
2849	Itingen	148.23848238
2849	Itingen	235.36804309
2849	Itingen	68.66970576
2849	Itingen	666.1341853
2849	Itingen	74.760689215
2850	Känerkinden	48.135964912
2850	Känerkinden	75.594563986
2850	Känerkinden	86.303630363
2850	Känerkinden	358.10810811
2850	Känerkinden	21.500823336
2853	Maisprach	439.84375
2853	Maisprach	288.28006088
2853	Maisprach	6.6325987437
2853	Maisprach	308.44444444
2853	Maisprach	184.84251969
2854	Nusshof	290.73033708
2854	Nusshof	5.4200123533
2854	Nusshof	301.953125
2854	Nusshof	148.25581395
2854	Nusshof	30.897887324
2856	Ormalingen	1298.5176739
2856	Ormalingen	317.6046176
2856	Ormalingen	159.7693786
2856	Ormalingen	1543.0379747
2856	Ormalingen	13.455723542
2857	Rickenbach (BL)	5.497382199
2857	Rickenbach (BL)	1553.8845331
2857	Rickenbach (BL)	206.2605753
2857	Rickenbach (BL)	118.85964912
2857	Rickenbach (BL)	204.82758621
2859	Rümlingen	255.27488856
2859	Rümlingen	235.59322034
2859	Rümlingen	171.05263158
2859	Rümlingen	3286.2252664
2859	Rümlingen	148.34437086
2860	Rünenberg	238.56794142
2860	Rünenberg	1430.7053942
2860	Rünenberg	50.433526012
2860	Rünenberg	368.05555556
2860	Rünenberg	156.33802817
2861	Sissach	16.462167689
2861	Sissach	64.926931106
2861	Sissach	32.280102477
2861	Sissach	441.3957935
2861	Sissach	748.98876404
2862	Tecknau	3380.6451613
2862	Tecknau	77.860169492
2862	Tecknau	226.33744856
2862	Tecknau	1861.0778443
2862	Tecknau	366.66666667
2863	Tenniken	718.39762611
2863	Tenniken	252.30923695
2863	Tenniken	268.55345912
2863	Tenniken	196.14561028
2863	Tenniken	149.59871589
2864	Thürnen	49.840255591
2864	Thürnen	620.79646018
2864	Thürnen	256.64939551
2864	Thürnen	119.50904393
2864	Thürnen	383.08550186
2865	Wenslingen	219.86644407
2865	Wenslingen	106.59661413
2865	Wenslingen	246.86956522
2865	Wenslingen	250
2865	Wenslingen	121.11486486
2866	Wintersingen	121.43712575
2866	Wintersingen	111.40609636
2866	Wintersingen	713.4751773
2866	Wintersingen	87.194244604
2866	Wintersingen	34.786253143
2867	Wittinsburg	156.17647059
2867	Wittinsburg	199.33422104
2867	Wittinsburg	1079.9019608
2867	Wittinsburg	609.02061856
2867	Wittinsburg	135.625
2869	Zunzgen	364.72303207
2869	Zunzgen	932.8990228
2869	Zunzgen	1965.8536585
2869	Zunzgen	81.072555205
2869	Zunzgen	370.2247191
2881	Arboldswil	196.25806452
2881	Arboldswil	411.39784946
2881	Arboldswil	740
2881	Arboldswil	925.55555556
2881	Arboldswil	161.95965418
2882	Bennwil	282.88444831
2882	Bennwil	236.72593501
2882	Bennwil	82.98245614
2882	Bennwil	24.54620462
2882	Bennwil	101.83767228
2883	Bretzwil	46.026722925
2883	Bretzwil	224.87804878
2883	Bretzwil	835.95505618
2883	Bretzwil	356.97098372
2883	Bretzwil	106.41200546
2884	Diegten	171.78423237
2884	Diegten	56.777251185
2884	Diegten	2258.7692308
2884	Diegten	17.943925234
2884	Diegten	84.744268078
2886	Hölstein	43.208038705
2886	Hölstein	3281.2244898
2886	Hölstein	217.4522293
2886	Hölstein	414.4278607
2886	Hölstein	961.9047619
2887	Lampenberg	539.01515152
2887	Lampenberg	96.347941567
2887	Lampenberg	536.14457831
2887	Lampenberg	125.43640898
2887	Lampenberg	295.86206897
2889	Lauwil	243.67816092
2889	Lauwil	615.35087719
2889	Lauwil	643.85245902
2889	Lauwil	43.287671233
2889	Lauwil	39.912280702
2891	Niederdorf	57.647547797
2891	Niederdorf	409.75056689
2891	Niederdorf	28.400342173
2891	Niederdorf	68.08988764
2891	Niederdorf	58.961474037
2892	Oberdorf (BL)	145.75163399
2892	Oberdorf (BL)	387.92270531
2892	Oberdorf (BL)	131.61530287
2892	Oberdorf (BL)	185.47008547
2892	Oberdorf (BL)	280.15267176
2893	Reigoldswil	891.74679487
2893	Reigoldswil	174.37837838
2893	Reigoldswil	104.71092077
2893	Reigoldswil	5136.6906475
2893	Reigoldswil	105.16647532
2894	Titterten	1107.079646
2894	Titterten	111.5902965
2894	Titterten	123.49272349
2894	Titterten	154.06091371
2894	Titterten	78.514851485
4251	Hellikon	25.978119785
4251	Hellikon	18.656419769
4251	Hellikon	223.86284115
4251	Hellikon	101.1761158
4251	Hellikon	111.22159091
4252	Kaiseraugst	13.900862069
4252	Kaiseraugst	106.38888889
4252	Kaiseraugst	64.259335248
4252	Kaiseraugst	1140.4081633
4252	Kaiseraugst	85.254691689
4253	Magden	4.6824887749
4253	Magden	88.536082474
4253	Magden	106.06593407
4253	Magden	356.17059891
4253	Magden	31.461601982
4254	Möhlin	585.31914894
4254	Möhlin	343.90426328
4254	Möhlin	573.79518072
4254	Möhlin	346.40598045
4254	Möhlin	148.60426929
4255	Mumpf	455.41401274
4255	Mumpf	474.04761905
4255	Mumpf	202.5210084
4255	Mumpf	78.130876269
4255	Mumpf	64.104477612
4256	Obermumpf	209.16334661
4256	Obermumpf	10.07751938
4256	Obermumpf	308.10126582
4256	Obermumpf	11.841584158
4256	Obermumpf	337.52006421
4257	Olsberg	5.7154438589
4257	Olsberg	36.966126657
4257	Olsberg	77.874186551
4257	Olsberg	482.1888412
4257	Olsberg	909.68208092
4258	Rheinfelden	832.52184769
4258	Rheinfelden	4.4307822769
4258	Rheinfelden	148.75621891
4258	Rheinfelden	45.713054718
4258	Rheinfelden	218.01385681
4262	Wegenstetten	150.56179775
4262	Wegenstetten	419.83805668
4262	Wegenstetten	441.3957935
4262	Wegenstetten	1.0973084886
4262	Wegenstetten	58.42514582
4263	Zeiningen	3380.6451613
4263	Zeiningen	294.10774411
4263	Zeiningen	39.035937164
4263	Zeiningen	201.23131047
4263	Zeiningen	1.8908312522
4264	Zuzgen	25.978119785
4264	Zuzgen	271.28205128
4264	Zuzgen	268.55345912
4264	Zuzgen	6.4142833526
4264	Zuzgen	105.36352801
99968013	Attenschwiller	61.736334405
99968013	Attenschwiller	414.89051095
99968013	Attenschwiller	482.00654308
99968013	Attenschwiller	105.21235521
99968013	Attenschwiller	191.91321499
99968021	Bartenheim	59.884057971
99968021	Bartenheim	169.03225806
99968021	Bartenheim	592.50493097
99968021	Bartenheim	287.84696174
99968021	Bartenheim	57.454545455
99968025	Bendorf	3707.8947368
99968025	Bendorf	30
99968025	Bendorf	652.29508197
99968025	Bendorf	804.08756296
99968025	Bendorf	846.80483592
99968027	Berentzwiller	788.05069403
99968027	Berentzwiller	33.15018315
99968027	Berentzwiller	51.428571429
99968027	Berentzwiller	102.92397661
99968027	Berentzwiller	1114.4055944
99968034	Bettlach	306.77466863
99968034	Bettlach	72.494172494
99968034	Bettlach	49.737532808
99968034	Bettlach	310.54852321
99968034	Bettlach	457.36842105
99968035	Biederthal	124.89177489
99968035	Biederthal	96.10123119
99968035	Biederthal	34.105960265
99968035	Biederthal	259.61538462
99968035	Biederthal	82.552083333
99968042	Blotzheim	184.1160221
99968042	Blotzheim	183.72280419
99968042	Blotzheim	18.488888889
99968042	Blotzheim	305.81081081
99968042	Blotzheim	102.76416389
99968049	Bouxwiller	613.02816901
99968049	Bouxwiller	72.283464567
99968049	Bouxwiller	51.443850267
99968049	Bouxwiller	480.07067138
99968049	Bouxwiller	1207.7326343
99968054	Brinckheim	832.44552058
99968054	Brinckheim	437.90523691
99968054	Brinckheim	122.72727273
99968054	Brinckheim	101.9431988
99968054	Brinckheim	1659.6199525
99968061	Buschwiller	263.29113924
99968061	Buschwiller	3238.5714286
99968061	Buschwiller	29.541284404
99968061	Buschwiller	390.84561676
99968061	Buschwiller	574.13127413
99968075	Durmenach	706.92989525
99968075	Durmenach	10.886469673
99968075	Durmenach	416.46859083
99968075	Durmenach	766.77316294
99968075	Durmenach	151.53153153
99968080	Emlingen	167.27272727
99968080	Emlingen	128.69955157
99968080	Emlingen	68.892045455
99968080	Emlingen	1504.4052863
99968080	Emlingen	790.18789144
99968087	Feldbach	113.20414601
99968087	Feldbach	489.42486085
99968087	Feldbach	87.229862475
99968087	Feldbach	122.76785714
99968087	Feldbach	130.29045643
99968090	Ferrette	14.652406417
99968090	Ferrette	374.52380952
99968090	Ferrette	222.48677249
99968090	Ferrette	383.68421053
99968090	Ferrette	860.05176877
99968092	Fislis	330.91976517
99968092	Fislis	55.072463768
99968092	Fislis	59.116541353
99968092	Fislis	144.29530201
99968092	Fislis	108.58823529
99968094	Folgensbourg	370.21487603
99968094	Folgensbourg	290.46808511
99968094	Folgensbourg	170.36337895
99968094	Folgensbourg	1254.3973941
99968094	Folgensbourg	132.46753247
99968096	Franken	3034
99968096	Franken	665.77217963
99968096	Franken	55.134281201
99968096	Franken	40.248962656
99968096	Franken	267.56756757
99968103	Geispitzen	114.51247166
99968103	Geispitzen	163.8225256
99968103	Geispitzen	233.85579937
99968103	Geispitzen	76.101694915
99968103	Geispitzen	114.0625
99968120	Hagenthal-le-Bas	194.26751592
99968120	Hagenthal-le-Bas	124.15254237
99968120	Hagenthal-le-Bas	74.836601307
99968120	Hagenthal-le-Bas	1439.0581717
99968120	Hagenthal-le-Bas	440.52962298
99968121	Hagenthal-le-Haut	99.523809524
99968121	Hagenthal-le-Haut	2436.6799205
99968121	Hagenthal-le-Haut	35.300101729
99968121	Hagenthal-le-Haut	129.6875
99968121	Hagenthal-le-Haut	112.5528914
99968124	Hausgauen	4974.3386243
99968124	Hausgauen	66.493055556
99968124	Hausgauen	68.051575931
99968124	Hausgauen	8.3728278041
99968124	Hausgauen	264.04958678
99968126	Hégenheim	309.45626478
99968126	Hégenheim	201.16731518
99968126	Hégenheim	500
99968126	Hégenheim	443.15068493
99968131	Heiwiller	219.29824561
99968131	Heiwiller	78.971962617
99968131	Heiwiller	71.924290221
99968131	Heiwiller	335.31274743
99968131	Heiwiller	115.51956815
99968132	Helfrantzkirch	81.974989219
99968132	Helfrantzkirch	410.9922179
99968132	Helfrantzkirch	105.97243492
99968132	Helfrantzkirch	141.61616162
99968132	Helfrantzkirch	448.12611541
99968135	Hésingue	198.17518248
99968135	Hésingue	300.44198895
99968135	Hésingue	655.08365508
99968135	Hésingue	39.239543726
99968135	Hésingue	1301.5384615
99968148	Hundsbach	251.98019802
99968148	Hundsbach	1845.5418381
99968148	Hundsbach	302.17391304
99968148	Hundsbach	86.5
99968148	Hundsbach	140.54669704
99968149	Huningue	124.47724477
99968149	Huningue	161.8694362
99968149	Huningue	687.78337531
99968149	Huningue	2268.6046512
99968149	Huningue	2357.6547231
99968158	Jettingen	427.62762763
99968158	Jettingen	149.25074925
99968158	Jettingen	1715.060241
99968158	Jettingen	78.93081761
99968158	Jettingen	69.341317365
99968160	Kappelen	163.84615385
99968160	Kappelen	14.033149171
99968160	Kappelen	29.223744292
99968160	Kappelen	26.935558646
99968160	Kappelen	116.00790514
99968163	Kembs	125.40792541
99968163	Kembs	2299.4350282
99968163	Kembs	420.92352092
99968163	Kembs	113.83495146
99968163	Kembs	320.35344302
99968168	Knœringue	1013.7254902
99968168	Knœringue	221.36929461
99968168	Knœringue	123.31446217
99968168	Knœringue	507.9002079
99968168	Knœringue	81.236673774
99968169	Kœstlach	115.85503964
99968169	Kœstlach	509.8934551
99968169	Kœstlach	62.779156328
99968169	Kœstlach	12.727272727
99968169	Kœstlach	140.50632911
99968170	Kœtzingue	593.77289377
99968170	Kœtzingue	56.271186441
99968170	Kœtzingue	205.82959641
99968170	Kœtzingue	54.147812971
99968170	Kœtzingue	107.33452594
99968182	Leymen	73.008241758
99968182	Leymen	104.77016479
99968182	Leymen	14.639321075
99968182	Leymen	13.431876607
99968182	Leymen	19.886685552
99968183	Liebenswiller	376.27906977
99968183	Liebenswiller	52.010723861
99968183	Liebenswiller	751.10294118
99968183	Liebenswiller	161.38421734
99968183	Liebenswiller	393.94800975
99968186	Ligsdorf	683.60655738
99968186	Ligsdorf	24.34625789
99968186	Ligsdorf	12.699862951
99968186	Ligsdorf	29.903846154
99968186	Ligsdorf	219.65317919
99968187	Linsdorf	40
99968187	Linsdorf	274.35530086
99968187	Linsdorf	95.252225519
99968187	Linsdorf	376.74418605
99968187	Linsdorf	22.731164384
99968194	Lutter	218.40873635
99968194	Lutter	3234.7474747
99968194	Lutter	33.293556086
99968194	Lutter	122.35294118
99968194	Lutter	4013.5135135
99968197	Magstatt-le-Bas	309.92592593
99968197	Magstatt-le-Bas	249.58745875
99968197	Magstatt-le-Bas	165.59956593
99968197	Magstatt-le-Bas	145.25993884
99968197	Magstatt-le-Bas	136.36738056
99968198	Magstatt-le-Haut	56.25
99968198	Magstatt-le-Haut	883.71212121
99968198	Magstatt-le-Haut	70.39800995
99968198	Magstatt-le-Haut	336.56862745
99968198	Magstatt-le-Haut	110.85450346
99968207	Michelbach-le-Bas	427.62762763
99968207	Michelbach-le-Bas	17.173711101
99968207	Michelbach-le-Bas	1.8677986659
99968207	Michelbach-le-Bas	144.00826446
99968207	Michelbach-le-Bas	323.38187702
99968208	Michelbach-le-Haut	14.033149171
99968208	Michelbach-le-Haut	117.87658802
99968208	Michelbach-le-Haut	43.429487179
99968208	Michelbach-le-Haut	75.474083439
99968208	Michelbach-le-Haut	37.443438914
99968221	Muespach	26.600415993
99968221	Muespach	67.546322291
99968221	Muespach	420.92352092
99968221	Muespach	141.12903226
99968221	Muespach	78.31010453
99968222	Muespach-le-Haut	163.09341501
99968222	Muespach-le-Haut	123.31446217
99968222	Muespach-le-Haut	290.4340836
99968222	Muespach-le-Haut	284.74212034
99968222	Muespach-le-Haut	255.95416044
99968232	Neuwiller	66.915455746
99968232	Neuwiller	26.133046551
99968232	Neuwiller	121.84210526
99968232	Neuwiller	12.727272727
99968232	Neuwiller	81.014729951
99968238	Niffer	39.327113373
99968238	Niffer	1341.2982126
99968238	Niffer	56.271186441
99968238	Niffer	1172.0121029
99968238	Niffer	108.86075949
99968240	Illtal	115.54109032
99968240	Illtal	14.639321075
99968240	Illtal	3.6183618362
99968240	Illtal	30.937972769
99968240	Illtal	75.09057971
99968248	Oltingue	10.520231214
99968248	Oltingue	751.10294118
99968248	Oltingue	2.3306666667
99968248	Oltingue	49.530685921
99968248	Oltingue	88.153998026
99968254	Petit-Landau	197.04797048
99968254	Petit-Landau	49.890270666
99968254	Petit-Landau	683.60655738
99968254	Petit-Landau	86.274509804
99968254	Petit-Landau	45.720596356
99968259	Raedersdorf	161.42061281
99968259	Raedersdorf	376.74418605
99968259	Raedersdorf	72.355430183
99968259	Raedersdorf	4.894162925
99968259	Raedersdorf	81.426056338
99968263	Ranspach-le-Bas	1.8851823119
99968263	Ranspach-le-Bas	78.474114441
99968263	Ranspach-le-Bas	294.72398632
99968263	Ranspach-le-Bas	144.84304933
99968263	Ranspach-le-Bas	324.88479263
99968264	Ranspach-le-Haut	20.382904661
99968264	Ranspach-le-Haut	164.09266409
99968264	Ranspach-le-Haut	49.117231638
99968264	Ranspach-le-Haut	3.4076490846
99968264	Ranspach-le-Haut	143.37899543
99968265	Rantzwiller	0.5100095329
99968265	Rantzwiller	54.251012146
99968265	Rantzwiller	30.690826727
99968265	Rantzwiller	456.85557587
99968265	Rantzwiller	161.25760649
99968273	Riespach	11.546028787
99968273	Riespach	8.7537091988
99968273	Riespach	36.520930233
99968273	Riespach	657.84313725
99968273	Riespach	86.657681941
99968284	Roppentzwiller	81.571815718
99968284	Roppentzwiller	38.189189189
99968284	Roppentzwiller	413.52112676
99968284	Roppentzwiller	61.495327103
99968284	Roppentzwiller	170.24390244
99968286	Rosenau	9.5019157088
99968286	Rosenau	362.44274809
99968286	Rosenau	288.1157154
99968286	Rosenau	38.318181818
99968286	Rosenau	41.557856821
99968297	Saint-Louis	34.44267153
99968297	Saint-Louis	108.21287779
99968297	Saint-Louis	13.286219081
99968297	Saint-Louis	1204.6075085
99968297	Saint-Louis	137.38461538
99968309	Sierentz	276.02688574
99968309	Sierentz	1111.2068966
99968309	Sierentz	399.50704225
99968309	Sierentz	81.699346405
99968309	Sierentz	1271.4285714
99968312	Sondersdorf	56.596661282
99968312	Sondersdorf	90.041685966
99968312	Sondersdorf	38.863109049
99968312	Sondersdorf	26.863753213
99968312	Sondersdorf	107.9787234
99968325	Steinsoultz	98.178939034
99968325	Steinsoultz	138.59480269
99968325	Steinsoultz	66.508635286
99968325	Steinsoultz	203.43915344
99968325	Steinsoultz	274.24242424
99968327	Stetten	113.5523614
99968327	Stetten	54.785090665
99968327	Stetten	85.194174757
99968327	Stetten	654.55840456
99968327	Stetten	2005.0113895
99968333	Tagsdorf	113.51351351
99968333	Tagsdorf	199.46112394
99968333	Tagsdorf	8.1747269891
99968333	Tagsdorf	16.521581429
99968333	Tagsdorf	44.274077623
99968341	Uffheim	26.739001189
99968341	Uffheim	4.8863636364
99968341	Uffheim	205.93220339
99968341	Uffheim	54.545454545
99968341	Uffheim	208.72641509
99968347	Vieux-Ferrette	717.80821918
99968347	Vieux-Ferrette	81.286795627
99968347	Vieux-Ferrette	80.36809816
99968347	Vieux-Ferrette	97.588652482
99968347	Vieux-Ferrette	173.83605253
99968349	Village-Neuf	126.93844924
99968349	Village-Neuf	643.24324324
99968349	Village-Neuf	74.573643411
99968349	Village-Neuf	23.640757149
99968349	Village-Neuf	72.799295775
99968353	Wahlbach	87.923598275
99968353	Wahlbach	247.69711163
99968353	Wahlbach	78.144654088
99968353	Wahlbach	28.017510944
99968353	Wahlbach	294.65875371
99968355	Waldighofen	344.51901566
99968355	Waldighofen	1742.4736337
99968355	Waldighofen	165.24590164
99968355	Waldighofen	41.604754829
99968355	Waldighofen	191.91321499
99968357	Waltenheim	99.696180556
99968357	Waltenheim	287.84696174
99968357	Waltenheim	36.413043478
99968357	Waltenheim	214.51612903
99968357	Waltenheim	33.641715728
99968362	Wentzwiller	30
99968362	Wentzwiller	72.58368694
99968362	Wentzwiller	48.400852878
99968362	Wentzwiller	165.78947368
99968362	Wentzwiller	147.20121029
99968363	Werentzhouse	196.93955624
99968363	Werentzhouse	35.50295858
99968363	Werentzhouse	51.428571429
99968363	Werentzhouse	1013.1805158
99968363	Werentzhouse	124.20091324
99968380	Wolschwiller	72.494172494
99968380	Wolschwiller	46.701030928
99968380	Wolschwiller	55.359001041
99968380	Wolschwiller	152.66106443
99968380	Wolschwiller	760.73781291
99968382	Zaessingue	41.021548284
99968382	Zaessingue	178.06122449
99968382	Zaessingue	4.8412698413
99968382	Zaessingue	82.552083333
99968382	Zaessingue	75.751503006
